knee_angle_l,knee_angle_r,hip_angle_l,hip_angle_r,elbow_angle_l,elbow_angle_r,nose_x,nose_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y,label,file
9.625492592503138,87.31816497727473,1.590926740336006,71.9031996413438,176.89700636917235,175.96341906638915,-0.04218160971011327,-1.216410750259971,0.20064254076369734,-1.015230595442525,-0.1277022678376057,-0.9834388911373517,0.23229362167453044,-0.7085417895696863,-0.17997090179561764,-0.697702971021274,0.2740912213462517,-0.4441157222883114,-0.21163279989063022,-0.41271343661361976,-0.042289781551913694,0.4652741345444936,0.042289781551914,-0.4652741345444933,0.137037497784991,-0.4652633173603132,-0.04263593144567548,-0.46517677988687267,0.12709650552352295,-0.021488336373673374,-0.021315261426792634,-0.02091502561213064,deadlift,deadlift_1000001_keypoints.json
10.380155743522637,93.44161647761923,0.7871286747363623,79.72872068090298,176.70134479466068,174.18477434436585,-0.005109977417834203,-1.2054067967413586,0.21064696600980684,-1.0193930826962858,-0.11869898059653321,-0.9784921912817873,0.25244342047691537,-0.7112245682751964,-0.18014514204149856,-0.7102657890071079,0.27246188871172894,-0.45327080101575046,-0.21091036690763368,-0.4631219945944615,-0.035980562643099824,0.4529231118306196,0.035980562643099526,-0.4529231118306196,0.12856071021115675,-0.4530811523693154,-0.056852449786871456,-0.44295602185686495,0.12925608858141874,0.010146202584276932,-0.035590729314316547,0.010177810692015964,deadlift,deadlift_1000011_keypoints.json
43.033357960898776,110.03015878699719,0.2877776473950851,53.496882068110246,177.13749817948357,173.10847158631077,0.09336840803317502,-1.2826926660892648,0.4745638598572655,-0.9748418839809638,-0.15380552620599972,-0.9992690782988323,0.5987943119511354,-0.28373902160135506,-0.32648661165762477,-0.32065739483176997,0.6717856957986911,0.2836254654294237,-0.4000836284221531,0.24707299541967967,-0.12976946981367535,0.6166352482969337,0.12976946981367607,-0.6166352482969334,0.3269408363453545,-0.6041945387941344,-0.055428029255369375,-0.616509074772564,0.47527043159373256,-0.24649259720758093,-0.20337910393064035,-0.20982657102590446,deadlift,deadlift_100001_keypoints.json
10.149659889200215,87.55349774666868,0.7642407657377633,73.62719821380985,172.31857096334443,173.38175487131898,-0.014553244640960715,-1.218803578754971,0.20472654258969808,-1.0091152382206199,-0.12432599793348996,-0.9892680464420059,0.2547328810926626,-0.7194709219499219,-0.18473627115871477,-0.6898125540088623,0.2647177968329846,-0.44965335750749924,-0.2049002821675741,-0.4493774181779306,-0.03506473480557355,0.44970445738334525,0.03506473480557384,-0.44970445738334525,0.12508227609601194,-0.44976577723436056,-0.0551674259634179,-0.4495715977061454,0.1255012950779497,-9.708976410756224e-05,-0.03486033530218945,0.009846946075537643,deadlift,deadlift_1000021_keypoints.json
10.081269778915606,91.24169879520429,0.6406259043384668,78.57518897716827,168.36929035803854,169.3468769972352,-0.01922650837781414,-1.2275584744643033,0.20441312653591695,-1.0040255150183675,-0.1168295765752742,-0.9940558451309863,0.262875270755519,-0.7212557680025795,-0.1849722702555235,-0.701406155256804,0.26312451250270386,-0.45761781750067604,-0.19544042363727368,-0.4576078478307886,-0.038567667959333286,0.46766724474715593,0.03856766795933357,-0.4676672447471562,0.12656994405524577,-0.4677170930965931,-0.06829722356350347,-0.4582758157132432,0.12712824556893923,-0.00017945405797286507,-0.03865739498831986,-0.009730397810083861,deadlift,deadlift_1000031_keypoints.json
9.97137706436851,87.69946721117013,0.9253647642035978,73.20456901131004,178.14462540394493,173.93999591985337,-0.028352846742347722,-1.2152138554172414,0.19668497898385146,-1.0179626831831623,-0.12224496132252381,-0.9806515076427161,0.22539769431744544,-0.7269969315405885,-0.17849002301042388,-0.6805115060472962,0.26233460652299556,-0.44528220181699374,-0.19727036522561237,-0.44510946489319536,-0.03732557028409598,0.4548211186089697,0.03732557028409598,-0.45482111860896995,0.12226415431405706,-0.4548019256174367,-0.06567361877856052,-0.45466757467670454,0.12241769824632245,-0.004908607584603563,-0.046931662546438255,-0.00487022160153735,deadlift,deadlift_1000041_keypoints.json
13.578863915118513,94.17520722256712,5.043769121035835,67.6728528580687,177.819186296263,176.10938940162515,-0.0627259661893332,-1.2199571745355944,0.17665131122363678,-1.0285277607090795,-0.17730689810994635,-0.9714721318423764,0.23409833524634532,-0.6745891211332967,-0.19647547587531625,-0.6557630141294316,0.2719756014687789,-0.36840069059018615,-0.2348322011638561,-0.3586549512056489,-0.043234487420258885,0.4351629193258264,0.04323448742025861,-0.4351629193258261,0.1671208391749027,-0.4352216285992269,-0.04348889427166229,-0.43512377981022565,0.1670621299015016,-0.04286755446150322,-0.07191396747656247,-0.04331765889090976,deadlift,deadlift_1000051_keypoints.json
16.46409694222435,98.17085165375775,5.919920096990248,55.7577137330525,167.9474921841797,174.42005278988717,-0.15488653219659052,-1.1931856498265387,0.16643700722822624,-1.0156694996353226,-0.2549792917381895,-0.9823696050505083,0.2771148628656801,-0.5719018389557708,-0.26624583178871314,-0.5602491473309347,0.28886977108371675,-0.2272388440835481,-0.3105169740436946,-0.20506920075832394,-0.07757671553941797,0.4939787227393961,0.07757671553941797,-0.4939787227393961,0.18899280212776262,-0.49388786354544045,-0.06611709970173821,-0.4939560079409073,0.20007762379037472,-0.027825628148975233,-0.12192735958911086,-0.10482879502654699,deadlift,deadlift_1000061_keypoints.json
18.19517436487131,105.20694775405555,6.968603615195277,45.20221349218693,171.51965330319564,178.2674642938125,-0.1795266079353319,-1.1282870802521376,0.1790058329848326,-1.0321126143938766,-0.31644819492042847,-0.9631591959481541,0.3573782910298704,-0.4540946443366235,-0.316518569913739,-0.426648396945491,0.4266554344448219,0.00017593748327633112,-0.3302557686079674,0.02757995987842263,-0.08256394215199196,0.5642315088677071,0.08256394215199156,-0.5642315088677071,0.2469458515268824,-0.5645130088409493,-0.06892526844839844,-0.5636825839198844,0.2607956502104083,-0.15156662309303143,-0.17938585794871084,-0.15142587310641037,deadlift,deadlift_1000071_keypoints.json
21.732882033370633,107.77790535982133,4.7725126586747155,44.00216054352315,176.63372936515745,178.7340764427387,-0.18055622109710276,-1.0414561079793248,0.23702048737209272,-1.041735561237784,-0.3381090266031439,-0.955708081831059,0.4094578559076441,-0.394977764699588,-0.36655442670104194,-0.3952278018255777,0.5095609547009707,0.09418310213386225,-0.38061533802140957,0.09321236976237282,-0.06534793828074528,0.567738710692303,0.06534793828074487,-0.567738710692303,0.25144910034832735,-0.5814319203568028,-0.06542147861191869,-0.5674592574338437,0.2944113618198682,-0.19355079761545482,-0.1797472774541945,-0.2082735719163835,deadlift,deadlift_1000081_keypoints.json
20.811867295032407,115.63424589593244,5.680906928404239,47.68695490007464,177.43794105165975,178.25615113564584,-0.18858370641381086,-1.0746351526936972,0.22995975828852921,-1.0469083436044273,-0.3563580285600568,-0.9490935294589137,0.3978483000396745,-0.4047228925095425,-0.35590115014046003,-0.37729590988313266,0.5084128775820558,0.1113355598754511,-0.3699073291912192,0.09710094161489374,-0.07690548772366229,0.5584196483519673,0.07690548772366189,-0.5584196483519673,0.25798639384065963,-0.5719832264337422,-0.06334190964188784,-0.5445562438073325,0.2863556882074867,-0.1954868537849034,-0.17519145773938513,-0.23707706741880788,deadlift,deadlift_1000091_keypoints.json
