knee_angle_l,knee_angle_r,hip_angle_l,hip_angle_r,elbow_angle_l,elbow_angle_r,nose_x,nose_y,l_shoulder_x,l_shoulder_y,r_shoulder_x,r_shoulder_y,l_elbow_x,l_elbow_y,r_elbow_x,r_elbow_y,l_wrist_x,l_wrist_y,r_wrist_x,r_wrist_y,l_hip_x,l_hip_y,r_hip_x,r_hip_y,l_knee_x,l_knee_y,r_knee_x,r_knee_y,l_ankle_x,l_ankle_y,r_ankle_x,r_ankle_y,label,file
178.46960225883208,176.33696901422928,175.62360638364922,173.36696839943815,179.82598869196613,179.78549473117008,-0.1141442012130247,-1.4014597713431407,0.20463988278038156,-1.009897382765385,-0.27167842580250023,-0.9889787599081602,0.2430372830390736,-0.4284162041530698,-0.31811466800456717,-0.44840215754269847,0.2765494508848331,0.06759137532750825,-0.3584653672893693,0.035722661341988524,0.12665668084460893,-0.009596425026020159,-0.12665668084460893,0.009596425026020159,0.1254682794262204,0.8181941102212517,-0.10321333176730563,0.8330319955818556,0.14545214350252567,1.610478854849511,-0.13082778596358013,1.6117817506380254,deadlift,deadlift_1000001.jpg
164.78001701981546,165.35252468268385,144.4470328263941,151.2416117311399,175.25621679465468,179.19400219875106,-0.05421148798466089,-2.064464739206775,0.8917587233577606,-0.9758990570264521,-0.8125347112492516,-1.022531215939165,1.247382799607565,1.3692287728997046,-1.0995748099082765,1.2397573338843393,1.3792681082177947,3.31418758976716,-1.3221583157998507,3.2160457051686246,0.4961480114453244,0.006084501570540994,-0.4961480114453244,-0.006084501570540994,0.8824188196730448,1.6015249666183207,-0.8345465075739794,1.6618652473587494,0.801815321691324,4.469253718366549,-0.6784772890968543,4.4720588267642505,deadlift,deadlift_100001.jpg
179.68990535864498,175.60293774605412,171.1583528031361,179.64524297631294,179.25383642065472,178.9062689611468,-0.05094785650141759,-1.3726662056258012,0.24825235929028555,-1.0208324045875605,-0.19735376271841237,-0.978519823727154,0.2848657761317159,-0.4914588231607054,-0.26421897126083727,-0.47361893500536867,0.3119353564003959,-0.011458279270663774,-0.33104021556594054,-0.033050115406514494,0.1278690849813895,-0.004120847899130728,-0.1278690849813895,0.004120847899130728,0.15625399529575487,0.7742278049283444,-0.07613336936342456,0.8037310055702175,0.18036398304292156,1.542847771548876,-0.08536665855073051,1.5660944615450003,deadlift,deadlift_1000011.jpg
179.54861371884687,175.33296814016785,171.09442683433056,179.87016118925817,179.70889156098346,178.95036444504132,-0.04373620165103673,-1.3791043518114656,0.2530464580697586,-1.025215262080389,-0.19594428199892305,-0.9739694071005188,0.28587217516576263,-0.4989287020297881,-0.26331450108800214,-0.473075385046675,0.313668188949514,-0.020730413724816134,-0.32900093359999777,-0.04359224447296614,0.1287393864655865,-0.003073277888856811,-0.1287393864655865,0.003073277888856811,0.15588261390525956,0.7855773178248892,-0.07151887353379835,0.8157133850257127,0.18739811765189313,1.5343580594418098,-0.07977383638966062,1.5568555982846743,deadlift,deadlift_1000021.jpg
179.68438786137608,176.59277006053898,170.9846196324607,178.71751485868836,178.93297700401445,179.25741960326283,-0.04910487254574743,-1.3735058477870192,0.2517231186547771,-1.0199713959774974,-0.199655526516612,-0.979350730606644,0.28541524228302684,-0.48981992953007486,-0.26684024502264536,-0.4788575188039895,0.30712095857902516,-0.008378889876888552,-0.33187080596232477,-0.03677559576163353,0.1256777952305559,-0.001189831350657393,-0.1256777952305559,0.001189831350657393,0.15273125850838878,0.7885172924980268,-0.08264584373378553,0.8127276593163867,0.1750701962351119,1.5574702263088323,-0.08749928647154068,1.5635283709361947,deadlift,deadlift_1000031.jpg
179.88739568523752,178.85328185623206,172.18200043668307,176.54538304986676,179.8416268114385,179.3762594331088,-0.06421738993115986,-1.4110083556851352,0.23426318142567706,-1.0202262052693838,-0.21966023218047753,-0.9797204824884028,0.2689906787753435,-0.4736785450682722,-0.2723155182860574,-0.45439853168272476,0.30037198097648227,0.016672202873865106,-0.3217568706302417,-0.008349067359890888,0.12551883800503927,-0.0012650972165368216,-0.12551883800503927,0.0012650972165368216,0.14855277770812944,0.7631879539519301,-0.09755784757778165,0.7907937947385711,0.17175720359544683,1.51750461444281,-0.08624133358705956,1.5221246105762272,deadlift,deadlift_1000041.jpg
179.16343748328643,175.90382883618412,177.61230593952618,167.0584189204488,177.6425979462118,178.15457973609568,-0.18140971422619545,-1.4399888951161697,0.18162262870883675,-1.0242634085439144,-0.3265270816115423,-0.9704803593443242,0.2512280666961001,-0.39634978519485237,-0.3735076968044203,-0.354968569497777,0.2902894621081937,0.16620044566305847,-0.3971307617054308,0.18077725571985728,0.14016831430654939,-0.005072721390921991,-0.14016831430654939,0.005072721390921991,0.14095422207898736,0.7871062624526698,-0.1691730296502707,0.7862414544904792,0.15370820569311874,1.6105422913214753,-0.14032978895959705,1.6254134300273024,deadlift,deadlift_1000051.jpg
172.60454254225436,172.6025799785875,176.0149508716264,155.8089082739278,175.23627852073852,178.6917816151691,-0.3370613513559652,-1.4683360733022996,0.20498342640678432,-1.0179343702163526,-0.5317955151337861,-0.9551834313002965,0.3365054122752942,-0.12360083227563648,-0.5537531522069137,-0.08072099792815317,0.3831171605359631,0.6165836600669419,-0.555520887172013,0.6753060624819556,0.1949024325281882,-0.01432919284135837,-0.1949024325281882,0.01432919284135837,0.256040600258553,1.0120960967830648,-0.2796673589826112,0.9775261298858927,0.1799272963908461,2.104315250446466,-0.23247410522648682,2.1188849762922253,deadlift,deadlift_1000061.jpg
174.41234642654288,164.9516356496338,176.08236349729097,147.77136944869852,179.01458321449786,178.52769434927998,-0.4349183733578853,-1.327249539893131,0.29519838821536126,-1.002915875133995,-0.6854514499677138,-0.9586402795026535,0.4733666723702711,0.2709923896149399,-0.7139663869311639,0.24666901083830256,0.6037582946099945,1.3362176611391163,-0.711831136383494,1.3075141574902327,0.2688507615833934,-0.019403753241313316,-0.2688507615833934,0.019403753241313316,0.3200740226228296,1.2117864008576125,-0.4207127865693189,0.9615263495034756,0.24861104086095323,2.488043648046299,-0.2645671607914421,2.474738493035342,deadlift,deadlift_1000071.jpg
175.70880834438444,161.76522770530562,173.09752015165063,141.93753682517638,177.3063159978793,178.13212765036434,-0.5255854902706929,-1.1652290446795182,0.3722162718079223,-0.9913723693123222,-0.7791463048727139,-0.9667920640767352,0.5969870827584896,0.43541823848422545,-0.803364452229877,0.3722332963235747,0.7314389689649587,1.6611980684479952,-0.7858748577635157,1.5785680340458186,0.3058361375959639,-0.05181256570484584,-0.3058361375959639,0.05181256570484584,0.35168238440626326,0.8656641195766027,-0.476017065265482,0.7808317319223017,0.3074906109807292,2.6358833170544806,-0.30936988535626825,2.649945566983365,deadlift,deadlift_1000081.jpg
175.51748996203253,162.72770091239667,173.9689294296282,143.00819498578383,176.9808104421465,179.51816120455365,-0.48954275576407025,-1.2102922995666894,0.34142102942702723,-1.0045945994318148,-0.738887984897201,-0.9555125454225858,0.5505943589931988,0.34158044589791836,-0.7351061356954448,0.30866076947596116,0.6717417673578492,1.5314320502376615,-0.741107903050094,1.4338180166352454,0.28971403431908066,-0.04051876177834866,-0.28971403431908066,0.04051876177834866,0.3313367989540843,0.7643536274329841,-0.4329814415260207,0.6753137474034212,0.2877491825196135,2.405225610486224,-0.29364023425931407,2.4246975440823704,deadlift,deadlift_1000091.jpg
